state,year,crop,rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,humidity_pct,solar_radiation,nitrogen_n,phosphorus_p,potassium_k,soil_ph,fertilizer_kg_ha,pesticide_kg_ha,area_harvested_ha,yield_kg_ha,source
Global Baseline,2020,Mixed Grain Baseline,1611.2,35.9094845905388,30.91,41.91,65.0,18.5,70.8737329422214,20.87540700486732,16.95530817047929,6.5,71.88075968618061,4.5,1000.0,6991.63,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1633.57,37.93884859862784,32.94,43.94,65.0,18.5,61.141404384753486,19.88977899183595,18.16591670564449,6.5,54.94012208763312,4.5,1000.0,6786.0,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1665.96,37.87902202816642,32.88,43.88,65.0,18.5,68.03973653967441,19.99545202893677,16.020169407984646,6.5,54.99681400458869,4.5,1000.0,7058.13,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1656.73,38.0413933925799,33.04,44.04,65.0,18.5,65.05634479735834,18.989159896361706,17.04819911581497,6.5,55.08431540726319,4.5,1000.0,7150.99,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1607.4,36.92156163768654,31.92,42.92,65.0,18.5,63.02955723388402,19.96829431272709,17.895086411596427,6.5,60.0696653552072,4.5,1000.0,6920.86,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1609.29,35.85527611957879,30.86,41.86,65.0,18.5,70.87151074070339,20.95238606764017,16.82260111216292,6.5,71.99168245836046,4.5,1000.0,6872.31,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1615.7,36.01463850310843,31.01,42.01,65.0,18.5,71.03756312404583,21.145664872897758,17.07288799292331,6.5,71.95999166379976,4.5,1000.0,6960.74,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1651.12,37.89836063781591,32.9,43.9,65.0,18.5,64.93547680803141,18.955903440289163,16.902351082518212,6.5,55.039370706585096,4.5,1000.0,7041.34,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1556.48,35.911586588726074,30.91,41.91,65.0,18.5,59.91492285791105,21.032930543578463,15.899803662554042,6.5,54.97950317197098,4.5,1000.0,6939.29,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1595.85,35.881171093585614,30.88,41.88,65.0,18.5,68.00190213386985,20.99390264840202,16.04334146224893,6.5,65.02851624883775,4.5,1000.0,7054.63,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.3,38.00474092695191,33.0,44.0,65.0,18.5,65.02585027331759,18.988753647594027,17.11931003033529,6.5,55.0469189048634,4.5,1000.0,6919.87,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1598.05,35.92284862536523,30.92,41.92,65.0,18.5,68.14974611472644,20.89794674232733,15.816431801918547,6.5,65.01541341549273,4.5,1000.0,6922.09,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1600.64,36.000486699723744,31.0,42.0,65.0,18.5,68.12432803456421,21.000064398888497,15.986623719500177,6.5,64.90395886105944,4.5,1000.0,6801.61,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1667.27,39.05979240276508,34.06,45.06,65.0,18.5,60.03526018950797,19.96520335258989,15.982405860788695,6.5,60.05675318560088,4.5,1000.0,6907.95,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1559.06,35.97644676751094,30.98,41.98,65.0,18.5,59.97638955586744,21.148401616757933,15.946823402648626,6.5,55.23644375852035,4.5,1000.0,7135.23,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1580.26,35.88661904560771,30.89,41.89,65.0,18.5,64.84471418739977,18.99978800456573,14.910696349544182,6.5,55.052260794068886,4.5,1000.0,7103.15,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1667.67,39.04829624912744,34.05,45.05,65.0,18.5,60.19621597790533,20.03456789443188,16.07868611469002,6.5,59.94958627605916,4.5,1000.0,6924.99,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1726.51,39.7638563468475,34.76,45.76,65.0,18.5,66.9540806802346,18.25273493721844,15.240532612058304,6.5,55.86345649238263,4.5,1000.0,6914.48,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1631.82,37.05162285448901,32.05,43.05,65.0,18.5,67.0020376210013,18.153991341009466,14.99879346925287,6.5,65.00676064753361,4.5,1000.0,6941.86,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1585.46,36.019306892154106,31.02,42.02,65.0,18.5,64.95606715160008,19.028608859346576,15.025045409916531,6.5,55.007951358814914,4.5,1000.0,7141.44,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1670.66,38.01191960490191,33.01,44.01,65.0,18.5,68.04914663554591,20.094688789468915,16.089657552753913,6.5,54.886332938356,4.5,1000.0,7051.43,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1737.99,40.098646933219946,35.1,46.1,65.0,18.5,66.90708260011307,17.96570121011148,14.934658319529696,6.5,56.04184809797274,4.5,1000.0,7027.09,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1609.21,36.965985556232056,31.97,42.97,65.0,18.5,63.08093517496576,20.026944600609777,18.05607200348418,6.5,59.94358754770735,4.5,1000.0,7048.6,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1627.41,36.92915012440474,31.93,42.93,65.0,18.5,66.97833371493121,18.083351061958368,15.05615187705833,6.5,65.02847016743476,4.5,1000.0,6962.0,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1652.16,37.90528222766903,32.91,43.91,65.0,18.5,65.09405795287114,19.00533031486341,17.020657978710073,6.5,54.8797145133588,4.5,1000.0,7091.04,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1638.18,38.08044912408867,33.08,44.08,65.0,18.5,61.071975055599566,19.95875067676216,17.89805000531869,6.5,54.88820915852132,4.5,1000.0,7021.66,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1606.9,36.90324598316341,31.9,42.9,65.0,18.5,63.05771168902671,19.88745002580905,17.916988173957026,6.5,59.96796398570039,4.5,1000.0,6960.24,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1616.89,36.04603255226653,31.05,42.05,65.0,18.5,71.05600642555952,20.840580623376365,16.917962535129213,6.5,71.99432545886579,4.5,1000.0,6918.23,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1671.85,38.04432030714945,33.04,44.04,65.0,18.5,68.05976859240666,19.86559503203127,16.002402520559528,6.5,55.06440216251711,4.5,1000.0,7097.95,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1632.75,37.08327236568499,32.08,43.08,65.0,18.5,66.96756083371561,18.041646053735462,15.02206621550298,6.5,64.98901016243275,4.5,1000.0,7060.26,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1603.61,36.811030877977,31.81,42.81,65.0,18.5,63.04462822246008,19.95778559920147,17.96349066995795,6.5,60.042307234772125,4.5,1000.0,7148.12,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1673.17,38.09850171115853,33.1,44.1,65.0,18.5,67.94501422316242,20.079100152640645,16.084413784535567,6.5,55.11411787682119,4.5,1000.0,6886.69,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1633.5,37.95256151028945,32.95,43.95,65.0,18.5,61.031512088508926,19.98835821062529,17.79247542612303,6.5,55.008457896082064,4.5,1000.0,6868.27,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1586.36,36.04254170291983,31.04,42.04,65.0,18.5,64.97356572168341,19.038245333616803,15.1922228368675,6.5,55.00523906784903,4.5,1000.0,6990.69,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1585.34,36.014279541394984,31.01,42.01,65.0,18.5,64.9677172738304,19.1025717765062,15.022464507675718,6.5,54.9051226662827,4.5,1000.0,7183.03,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1668.9,37.98582682184423,32.99,43.99,65.0,18.5,67.87930280850115,20.11134401487865,15.948446413754384,6.5,55.01047536168549,4.5,1000.0,7031.89,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1559.04,35.96410705916849,30.96,41.96,65.0,18.5,60.059583447149286,20.928629731836537,15.98971172811098,6.5,54.803884146033305,4.5,1000.0,6952.66,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1554.04,35.83279886751677,30.83,41.83,65.0,18.5,59.97897918426887,21.08638641576566,15.96006374925576,6.5,55.086422885939626,4.5,1000.0,6900.76,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1669.9,37.99725664023381,33.0,44.0,65.0,18.5,67.99963082433642,19.972396142581168,16.17647475594268,6.5,55.021507794404165,4.5,1000.0,7051.46,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.14,38.02390056493714,33.02,44.02,65.0,18.5,65.25990381068418,18.903707976838906,16.932404837496023,6.5,54.95947068420582,4.5,1000.0,6970.87,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1658.77,38.09047656763357,33.09,44.09,65.0,18.5,65.12144923272223,18.939714083125345,16.836254924138863,6.5,55.06136120206167,4.5,1000.0,6985.25,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1594.65,35.856952169781486,30.86,41.86,65.0,18.5,67.93042520779744,20.997396574338936,16.100057793757582,6.5,64.943269402975,4.5,1000.0,7019.78,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1729.35,39.83454502727447,34.83,45.83,65.0,18.5,67.02755785639667,17.932861690436596,15.042614483628354,6.5,56.06767327647441,4.5,1000.0,6887.09,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1599.9,36.001639239527385,31.0,42.0,65.0,18.5,67.96862625035492,20.965741869304967,16.050098748245183,6.5,64.93342154036864,4.5,1000.0,7067.45,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1633.99,37.96962145073748,32.97,43.97,65.0,18.5,61.0108861703112,19.88571861937253,17.85914680845512,6.5,55.00999183317712,4.5,1000.0,7062.59,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1588.47,36.11052277618475,31.11,42.11,65.0,18.5,64.92055525759685,18.98136010972729,15.035953712262456,6.5,54.93376640364891,4.5,1000.0,7171.05,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1664.67,39.00109368877354,34.0,45.0,65.0,18.5,59.92604892039548,20.007554295109184,15.887461934895704,6.5,60.09844024044884,4.5,1000.0,6890.29,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1629.55,37.00856503254556,32.01,43.01,65.0,18.5,66.84914953142089,18.15207797727069,15.052855346642732,6.5,64.93764851126222,4.5,1000.0,7062.66,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1656.98,38.04557161784276,33.05,44.05,65.0,18.5,65.07746449709444,19.024252390244477,16.793978513688675,6.5,54.83049064206813,4.5,1000.0,7003.17,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1638.1,38.07195713181038,33.07,44.07,65.0,18.5,61.11651685890651,20.19473172641942,17.93210919969188,6.5,54.99270026550285,4.5,1000.0,6928.11,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1616.04,37.16331732733027,32.16,43.16,65.0,18.5,63.06531347958124,20.07319213399854,17.983569759203732,6.5,60.053500909008605,4.5,1000.0,7040.48,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1635.39,38.02536389524612,33.03,44.03,65.0,18.5,60.90017187666555,19.87787533997083,18.07603882702321,6.5,55.12042995899221,4.5,1000.0,7062.42,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1563.16,36.07932870403803,31.08,42.08,65.0,18.5,60.07747701376321,21.08749694609321,16.047742460802997,6.5,55.06265409908812,4.5,1000.0,6905.73,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1637.08,38.08489148820631,33.08,44.08,65.0,18.5,60.82089944821655,20.11223926254173,18.01485555921041,6.5,54.97577717593704,4.5,1000.0,6896.32,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1670.85,38.04272646561601,33.04,44.04,65.0,18.5,67.87002357716567,19.834327398412054,16.068042010020164,6.5,55.08444894039331,4.5,1000.0,6851.23,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1660.93,38.20221564470595,33.2,44.2,65.0,18.5,64.7714904397278,18.97690124531525,17.012313149016077,6.5,55.000998361531614,4.5,1000.0,6944.19,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1736.38,40.04584897513583,35.05,46.05,65.0,18.5,66.95595135526108,17.996732699176096,14.959808777961308,6.5,55.8355886877991,4.5,1000.0,7041.53,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1616.48,36.05273886437487,31.05,42.05,65.0,18.5,70.9260885935799,20.9050593931352,17.02038779477754,6.5,72.11867836596873,4.5,1000.0,6972.71,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1637.03,38.04447779157731,33.04,44.04,65.0,18.5,61.09532399294523,20.020716077720756,17.9508219045919,6.5,54.93318271032752,4.5,1000.0,6984.42,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1565.46,36.10759092560832,31.11,42.11,65.0,18.5,60.3379143428466,20.851665643348376,15.968352171049506,6.5,54.92404887011936,4.5,1000.0,6851.24,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.54,38.01201081180085,33.01,44.01,65.0,18.5,65.02296498588981,19.226175833878745,17.038814719356424,6.5,55.02889317588655,4.5,1000.0,6880.47,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1656.4,38.05117893911801,33.05,44.05,65.0,18.5,64.92227896465216,19.019860435104253,16.904180161803097,6.5,54.9801564153034,4.5,1000.0,6983.48,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1668.61,37.96094653663633,32.96,43.96,65.0,18.5,67.99624208172013,20.11748258875936,16.07655984545288,6.5,54.911778854218085,4.5,1000.0,7116.75,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1664.37,37.84304709184553,32.84,43.84,65.0,18.5,67.97169307193803,20.020739050988794,16.007222677566425,6.5,55.052589553100354,4.5,1000.0,6901.86,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1636.7,38.04927887066782,33.05,44.05,65.0,18.5,60.99523918800621,19.91797622420437,17.888737156750672,6.5,55.112831911391815,4.5,1000.0,6955.2,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1604.57,36.107547238528966,31.11,42.11,65.0,18.5,68.160318460976,20.973101431470184,16.18938341710281,6.5,65.0085768049021,4.5,1000.0,6924.44,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1609.6,37.01127508857439,32.01,43.01,65.0,18.5,62.841560982115965,20.06703908281901,18.10551575774977,6.5,59.891711853628586,4.5,1000.0,6984.18,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1582.8,35.92375501407944,30.92,41.92,65.0,18.5,65.093331787384,21.051705172896327,16.098478659907205,6.5,54.95219039734595,4.5,1000.0,7017.47,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1731.72,39.90786015663202,34.91,45.91,65.0,18.5,66.98958981825773,17.969743335645454,14.891114372453709,6.5,55.9228118496701,4.5,1000.0,7088.3,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1670.3,38.0112266663557,33.01,44.01,65.0,18.5,67.98060444223141,19.959971784845,15.983338539587049,6.5,55.1914670717048,4.5,1000.0,6934.56,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1625.5,36.88000001746719,31.88,42.88,65.0,18.5,66.9395960265321,17.88897137226022,15.052921504327706,6.5,65.08914549671456,4.5,1000.0,6813.38,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1586.79,36.08645572656478,31.09,42.09,65.0,18.5,64.75299284529925,18.91451312433999,15.06333456056805,6.5,54.89519656885161,4.5,1000.0,7016.39,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1670.15,38.02978906271462,33.03,44.03,65.0,18.5,67.82081389572049,19.86215998334636,15.997027312169514,6.5,55.09283208202312,4.5,1000.0,7044.97,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1556.14,35.86585853569638,30.87,41.87,65.0,18.5,60.16694537525065,21.13747083970907,15.843939448190987,6.5,55.18393443781081,4.5,1000.0,6880.85,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1654.59,37.98775351290252,32.99,43.99,65.0,18.5,65.00409324777954,18.805047964589907,17.119573346834017,6.5,54.76306404596215,4.5,1000.0,7000.94,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1666.98,37.93013633117288,32.93,43.93,65.0,18.5,67.88472921587517,19.98121361353506,15.750872454426572,6.5,55.13704698411799,4.5,1000.0,6943.29,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1582.53,35.933643859302485,30.93,41.93,65.0,18.5,64.97025660993133,20.893036922567205,16.065138281485932,6.5,55.11050565150597,4.5,1000.0,6958.48,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1593.6,35.82497548898385,30.82,41.82,65.0,18.5,67.9448622913945,20.923460630703484,15.890380769032827,6.5,64.7753185962916,4.5,1000.0,6987.99,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1607.31,36.94004275532498,31.94,42.94,65.0,18.5,62.88146391675715,20.163947288568192,18.05243018122292,6.5,59.81205832711955,4.5,1000.0,7142.86,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1733.73,39.96844569313058,34.97,45.97,65.0,18.5,66.96615371292285,17.970056744560026,14.957916678245327,6.5,56.027955957908105,4.5,1000.0,7134.45,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1630.22,36.99389820794367,31.99,42.99,65.0,18.5,67.08649267759186,17.996493705120823,15.007113538874831,6.5,64.95372751330406,4.5,1000.0,7182.98,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1627.42,36.93193504757041,31.93,42.93,65.0,18.5,66.9612244346063,18.075146528316804,15.099806210610208,6.5,65.15148273403425,4.5,1000.0,6929.84,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1672.74,38.06435909420188,33.06,44.06,65.0,18.5,68.09817043172367,20.02821538935063,16.0631856765929,6.5,54.80381238654507,4.5,1000.0,6911.23,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1662.18,38.20110745755816,33.2,44.2,65.0,18.5,65.02815688056168,18.907392224544694,16.90866080914036,6.5,54.99481710373375,4.5,1000.0,6849.0,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1669.91,39.12173554581037,34.12,45.12,65.0,18.5,60.13018823723768,20.15537990963354,15.92808591689258,6.5,60.03077999959561,4.5,1000.0,7116.61,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1598.25,35.95456727615112,30.95,41.95,65.0,18.5,67.96889043256665,20.90900424123917,15.817050087296712,6.5,64.92465711086172,4.5,1000.0,6990.62,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1650.96,37.90502169296504,32.91,43.91,65.0,18.5,64.85676123637698,19.06590971718763,17.02395776015001,6.5,54.9272125834307,4.5,1000.0,7047.73,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1605.54,36.8562534005378,31.86,42.86,65.0,18.5,63.114154010059806,20.07249303696555,18.051565324786544,6.5,60.02138393154359,4.5,1000.0,7009.75,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.42,38.05069790235945,33.05,44.05,65.0,18.5,65.12844385975318,19.007890186657644,16.965067838065057,6.5,54.87835069198564,4.5,1000.0,6877.88,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1584.93,35.98622185591467,30.99,41.99,65.0,18.5,65.08256225725584,20.95846923679276,16.109696321506615,6.5,55.006666185413096,4.5,1000.0,7081.17,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1617.62,37.21325522853597,32.21,43.21,65.0,18.5,63.03108711526519,20.010529081969747,18.1624229495323,6.5,59.88039479710724,4.5,1000.0,6750.21,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1617.16,36.0745182079023,31.07,42.07,65.0,18.5,70.91019242105855,20.84682032902576,17.01056646479902,6.5,72.20807563254994,4.5,1000.0,6884.29,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1650.91,37.87783056525726,32.88,43.88,65.0,18.5,65.03712184152376,19.00839696060437,17.08122309280739,6.5,54.9048609092814,4.5,1000.0,6950.58,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1617.33,36.07109943604392,31.07,42.07,65.0,18.5,70.96758869645049,20.981837620553733,16.85751288909046,6.5,72.06913330642816,4.5,1000.0,7057.21,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1631.85,37.89846224766311,32.9,43.9,65.0,18.5,61.07991819664984,19.96586450767816,18.122470128090686,6.5,55.05700004077254,4.5,1000.0,6919.12,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1613.48,37.07609323710078,32.08,43.08,65.0,18.5,63.162716962757074,19.864330897999206,18.04955502538409,6.5,59.96178005770292,4.5,1000.0,7047.97,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1591.96,36.23213439995753,31.23,42.23,65.0,18.5,64.76770483808328,21.177891098684604,16.05062609712365,6.5,55.11412680161288,4.5,1000.0,7067.33,Global_Kaggle_Baseline
